3114 Wichtrach	46.8501	7.5775
3115 Gerzensee	46.8402	7.545
3116 Kirchdorf BE	46.8209	7.5485
3116 Noflen BE	46.8056	7.5433
3116 Mühledorf BE	46.828	7.5299
3122 Kehrsatz	46.9103	7.471
3123 Belp	46.8913	7.4983
3124 Belpberg	46.8673	7.5213
3125 Toffen	46.8603	7.4922
3126 Gelterfingen	46.8445	7.5156
3126 Kaufdorf	46.8403	7.4968
3127 Lohnstorf	46.8077	7.5099
3127 Mühlethurnen	46.8135	7.5088
3128 Kirchenthurnen	46.8238	7.5005
3128 Rümligen	46.8217	7.4772
3132 Riggisberg	46.8103	7.4801
3144 Gasel	46.9022	7.4018
3145 Niederscherli	46.8851	7.3938
3147 Mittelhäusern	46.8778	7.3691
3148 Lanzenhäusern	46.8436	7.349
3150 Schwarzenburg	46.8181	7.3421
3152 Mamishaus	46.8101	7.3796
3153 Rüschegg Gambach	46.7789	7.3786
3154 Rüschegg Heubach	46.7832	7.4083
3155 Helgisried-Rohrbach	46.8176	7.4284
3156 Riffenmatt	46.7662	7.3529
3157 Milken	46.7937	7.359
3158 Guggisberg	46.7676	7.3295
3159 Riedstätt	46.7841	7.3194
3172 Niederwangen b. Bern	46.9043	7.3977
3173 Oberwangen b. Bern	46.9043	7.3977
3174 Thörishaus	46.8939	7.3513
3176 Neuenegg	46.8949	7.3047
3177 Laupen BE	46.9021	7.2397
3179 Kriechenwil	46.9097	7.2196
3183 Albligen	46.8523	7.3181
3202 Frauenkappelen	46.9542	7.3384
3203 Mühleberg	46.9547	7.261
3204 Rosshäusern	46.9332	7.2762
3205 Gümmenen	46.9456	7.2409
3206 Gammen	46.9208	7.228
3206 Ferenbalm	46.9488	7.2112
3206 Rizenbach	46.943999999999996	7.2232
3206 Biberen	46.9404	7.212999999999999
3207 Wileroltigen	46.9709	7.2392
3207 Golaten	46.9844	7.2352
3208 Gurbrü	46.9648	7.2153
3302 Moosseedorf	47.0168	7.4839
3303 Zuzwil BE	47.0511	7.4681
